service_id,date,exception_type
SIR-FA2017-SI017-Weekday-08_C72,20260401,2
SIR-FA2017-SI017-Weekday-08_C72,20260402,2
SIR-FA2017-SI017-Weekday-08_C72,20260403,2
SIR-FA2017-SI017-Weekday-08_C73,20251127,2
SIR-FA2017-SI017-Weekday-08_C73,20251225,2
SIR-FA2017-SI017-Weekday-08_C73,20260101,2
SIR-FA2017-SI017-Weekday-08_C73,20260119,2
SIR-FA2017-SI017-Weekday-08_C73,20260216,2
SIR-FA2017-SI017-Weekday-08_C73,20260331,2
SIR-FA2017-SI017-Weekday-08_C73,20260401,2
SIR-FA2017-SI017-Weekday-08_C73,20260402,2
