batch	file	name	app_files	test_files	eval_files	hit_lines	classification
batch6A	backend/app/services/live_feed/snapshot.py	_overlay_cached_bus_arrivals	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_scoped_network_vehicles	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_field_ids	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_append_realtime_trip_stop	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_alert_affected_routes	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_vehicle_reporting_routes	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/live_feed/snapshot.py	_rider_snapshot_debug	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/alerts.py	_alerts_payload	1	0	0	5	inline-candidate-or-same-file
batch6A	backend/app/services/mta/alerts.py	_store_alerts_cache	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/alerts.py	_whitelisted_text	1	0	0	4	inline-candidate-or-same-file
batch6A	backend/app/services/mta/alerts.py	_bounded_segment	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/alerts.py	_change_type_from_text	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	_first_text_from_values	1	0	0	3	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	_refresh_nearby_bus_stops	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	_arrival_from_stop_visit	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	_vehicle_activities_from_payload	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	_stalled_bus_from_activity	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	parse_stalled_bus_positions	1	2	1	6	public
batch6A	backend/app/services/mta/bus.py	_stop_id_lists_from_grouping	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	parse_stops_for_route	1	1	0	11	public
batch6A	backend/app/services/mta/bus.py	_scored_forward_slice	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus.py	slice_route_stops	2	2	0	9	public
batch6A	backend/app/services/mta/bus.py	_first_parsed_stops_for_route	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus_updates.py	_copy_cached_bus_update	1	0	0	4	inline-candidate-or-same-file
batch6A	backend/app/services/mta/bus_updates.py	_refresh_nearby_bus_update	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/feeds.py	_fetch_pending_feeds	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/feeds.py	_emit_fetch_summary	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/feeds.py	_stop_direction	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/scheduled_arrivals.py	_bound_predictions_per_direction	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/scheduled_arrivals.py	_overnight_service_windows	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/stop_patterns.py	_name_index_from_stops	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/stop_patterns.py	_add_public_route_stops	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/stop_patterns.py	_route_pattern_maps	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/stop_patterns.py	_subway_mode_allowed	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/stop_patterns.py	_included_seed_route	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/static_gtfs/store.py	_rows_from_db_fallback	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_record_unpositioned_vehicle	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_stop_only_vehicle	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_positioned_vehicle	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_positions_for_entity	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_unique_requested_vehicle_id	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_accepted_subway_vehicle_id	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_subway_vehicle_marker	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_select_subway_vehicle_markers	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	_vehicle_position_debug	1	0	0	2	inline-candidate-or-same-file
batch6A	backend/app/services/mta/subway.py	build_subway_vehicle_positions	2	2	0	6	public
